"Tipo";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Fax";"Email";"web";"Q Calidad";"Central Reservas";"Posada Real";"GPS.Longitud";"GPS.Latitud";
"Casa Rural de Alquiler";"LA LUCIERNAGA";"C/ ARRIBA, 19";"37777";"Salamanca";"Sorihuela";"SORIHUELA";"SORIHUELA";"679448188";"";"";"";"j.herraiz@grupovinotium.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"ANTAÑO OESTE";"Calle LA VILIELLA 42";"24858";"León";"Boñar";"COLLE";"COLLE";"987734141";"658809390";"";"";"CASARURALANTANO@YAHOO.ES";"WWW.CASARURALANTANO.ES";"";"";"";"";"";
"Casa Rural de Alquiler";"EL RINCON DEL SOSIEGO";"Calle TRAS LA IGLESIA 35";"42141";"Soria";"Espeja de San Marcelino";"GUIJOSA";"GUIJOSA";"618774785";"975372767";"";"";"anamariacuscurita@gmail.com";"www.elrincondelsosiego.com";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA DORI";"CL/CINTAS, 4";"09390";"Burgos";"Villalmanzo";"VILLALMANZO";"VILLALMANZO";"605331624";"";"";"";"";"";"";"";"";"";"";
"Casa Rural";"PINOS ALTOS";"Finca PINOS ALTOS";"40145";"Segovia";"Muñopedro";"MUÑOPEDRO";"MUÑOPEDRO";"921068100";"609170872";"";"";"feojulio@yahoo.es";"bedandbreakfastpinosaltos.wordpress.com";"";"";"";"";"";
"Casa Rural de Alojamiento Compartido";"EL PAJAR DE LA ABUELA AQUILINA";"C/ LA IGLESIA, 8";"24378";"León";"Torre del Bierzo";"SANTA MARINA DE TORRE";"SANTA MARINA DE TORRE";"987539149";"638792688";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"RUEDA";"C/ REAL, Nº 43";"47490";"Valladolid";"Rueda";"RUEDA";"RUEDA";"983383611";"615826798";"651484920";"";"chini_cova@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"ESTANQUE DE TERA";"ALMARZA, 7";"42164";"Soria";"Almarza";"TERA";"TERA";"665694401";"";"";"";"estanquedetera@gmail.com";"www.casaruraltera.com";"";"";"";"";"";
"Casa Rural de Alquiler";"ALTANERA";"Calle 18 DE JULIO, TRAVESIA PRIMERA";"37530";"Salamanca";"Serradilla del Llano";"SERRADILLA DEL LLANO";"SERRADILLA DEL LLANO";"677500818";"";"";"";"victor@altaneracasarural.com";"www.altaneracasarural.com";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA LA FUENTE (CIERRE TEMPORAL)";"C/ CARRETAS, Nº 22";"05591";"Ávila";"Villanueva del Campillo";"VILLANUEVA DEL CAMPILLO";"VILLANUEVA DEL CAMPILLO";"635027237";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"RIO DURATÓN";"C/ LA CAVA, 15";"40236";"Segovia";"Laguna de Contreras";"LAGUNA DE CONTRERAS";"LAGUNA DE CONTRERAS";"679206562";"639637088";"";"";"casaruralrioduraton@hotmail.com";"www.casaruralrioduraton.com";"";"";"";"";"";
"Casa Rural de Alquiler";"EL CEDRO";"Calle SOMERA, 18 BIS";"42146";"Soria";"Abejar";"ABEJAR";"ABEJAR";"695274020";"";"";"";"olgaromerohuerta@gmail.com";"www.casaruralelcedro.com";"";"";"";"";"";
"Casa Rural";"CASA DE LOS CIEGOS";"Calle JOSE BERGAMIN 5";"05239";"Ávila";"Peguerinos";"PEGUERINOS";"PEGUERINOS";"918983126";"689405741";"";"";"juanfernandocasado@gmail.com";"casarurallosciegos.es";"";"";"";"-4,2313889";"40,6419444";
"Casa Rural de Alquiler";"CASA DRUNA LEE";"BARRIO DE ABAJO,81";"09571";"Burgos";"Alfoz de Santa Gadea";"SANTA GADEA";"SANTA GADEA";"942-773294";"656764533";"";"";"casadruna@yahoo.es";"";"";"";"";"-3,950665";"42,957074";
"Casa Rural de Alquiler";"CARMINA";"Calle NUESTRA SEÑORA DE LAS TORRES 12";"42360";"Soria";"Berlanga de Duero";"BERLANGA DE DUERO";"BERLANGA DE DUERO";"615155107";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"JUMACA";"Calle LA PUCHACA, 14";"24717";"León";"Santiago Millas";"VALDESPINO";"VALDESPINO";"987635293";"649116374";"";"";"fradegonzalez@hotmail.com";"WWW.CASARURALJUMACA.ES";"";"";"";"";"";
"Casa Rural de Alquiler";"EL CIPRÉS";"CL/ROMERO DE CAÑAS,11";"09610";"Burgos";"Santo Domingo de Silos";"SANTO DOMINGO DE SILOS";"SANTO DOMINGO DE SILOS";"656859257";"947-236916";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LOS OLIVOS";"C/ ALAMEDA, 21";"37170";"Salamanca";"Zarapicos";"ZARAPICOS";"ZARAPICOS";"923121882";"680171005";"";"";"ruralolivoszarapicos@yahoo.es";"www.ruralolivoszarapicos.es";"";"";"";"";"";
"Casa Rural de Alquiler";"LA PASADA";"CL/SAGRADA FAMILIA,13";"09260";"Burgos";"Pradoluengo";"PRADOLUENGO";"PRADOLUENGO";"615987490";"";"";"";"lapasada.casarural@gmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LasdeVilladiego 1";"CL/LA IGLESIA,4  letra A";"09129";"Burgos";"Villadiego";"VILLALIBADO";"VILLALIBADO";"616885308";"";"";"915188604";"info@lasdevilladiego.com";"www.lasdevilladiego.com";"";"";"";"";"";
"Casa Rural de Alquiler";"LasdeVilladiego 2";"CL/LA IGLESIA,4  letra B";"09129";"Burgos";"Villadiego";"VILLALIBADO";"VILLALIBADO";"616885308";"";"";"915188604";"info@lasdevilladiego.com";"www.lasdevilladiego.com";"";"";"";"";"";
"Casa Rural de Alquiler";"LasdeVilladiego 3";"CL/LA IGLESIA,4 letra C";"09129";"Burgos";"Villadiego";"VILLALIBADO";"VILLALIBADO";"616885308";"";"";"915188604";"info@lasdevilladiego.com";"www.lasdevilladiego.com";"";"";"";"";"";
"Casa Rural de Alquiler";"LasdeVilladiego 4";"CL/REAL,7 A";"09129";"Burgos";"Villadiego";"VILLALIBADO";"VILLALIBADO";"616885308";"";"";"915188604";"info@lasdevilladiego.com";"www.lasdevilladiego.com";"";"";"";"";"";
"Casa Rural de Alquiler";"LasdeVilladiego 5";"CL/REAL,7  B";"09129";"Burgos";"Villadiego";"VILLALIBADO";"VILLALIBADO";"616885308";"";"";"915188604";"info@lasdevilladiego.com";"www.lasdevilladiego.com";"";"";"";"";"";
"Casa Rural de Alquiler";"LasdeVilladiego 6";"CL/REAL,3  A";"09129";"Burgos";"Villadiego";"VILLALIBADO";"VILLALIBADO";"616885308";"";"";"915188604";"info@lasdevilladiego.com";"www.lasdevilladiego.com";"";"";"";"";"";
"Casa Rural de Alquiler";"LasdeVilladiego 7";"CL/REAL,3  B";"09219";"Burgos";"Villadiego";"VILLALIBADO";"VILLALIBADO";"616885308";"";"";"915188604";"info@lasdevilladiego.com";"www.lasdevilladiego.com";"";"";"";"";"";
"Casa Rural de Alquiler";"EL BALCON DE ISABEL";"Calle C/ JUAN CARLOS I, Nº 2";"37181";"Salamanca";"Calvarrasa de Abajo";"CALVARRASA DE ABAJO";"CALVARRASA DE ABAJO";"627061268";"646186784";"";"";"elbalcon@elbalcondeisabel.es";"www.elbalcondeisabel.es";"";"";"";"";"";
"Casa Rural de Alquiler";"EL BALLITO I";"Calle PILAS 15";"37609";"Salamanca";"Narros de Matalayegua";"NARROS DE MATALAYEGUA";"NARROS DE MATALAYEGUA";"923390038";"646941299";"";"923390038";"reservas@elballito.com";"www.elballito.com";"";"";"";"";"";
"Casa Rural de Alquiler";"EL BALLITO II";"Calle REAL 8";"37609";"Salamanca";"Narros de Matalayegua";"NARROS DE MATALAYEGUA";"NARROS DE MATALAYEGUA";"923390038";"618212753";"";"923390038";"reservas@elballito.com";"www.elballito.com";"";"";"";"";"";
"Casa Rural de Alquiler";"BERMELLAR";"C/ LARGA, 43";"37291";"Salamanca";"Bermellar";"BERMELLAR";"BERMELLAR";"634513125";"923082890";"";"";"casaruralbermellar@gmail.com";"www.casaruralbermellar.com";"";"";"";"";"";
"Casa Rural de Alquiler";"EL CASTILLO";"C/ FUENTE, Nº 5";"05154";"Ávila";"Mirón (El)";"MIRON (EL)";"MIRON (EL)";"676447121";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA GOIKO";"BARRIO TRIANA,57 bajo 1";"09568";"Burgos";"Merindad de Sotoscueva";"QUISICEDO";"QUISICEDO";"947138735";"605369416";"";"";"bargoiko76@hotmail.es";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL MOLINO DE LA ANTIGUA";"C/ LA BARRERA, 6";"24976";"León";"Antigua (La)";"GRAJAL DE RIBERA";"GRAJAL DE RIBERA";"987651559";"907651559";"";"";"info@labalinesa.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL QUINTO PINO I";"C/ Carretera, 4";"49514";"Zamora";"Pino del Oro";"PINO DEL ORO";"PINO DEL ORO";"678407026";"";"";"";"info@crelquintopino.es";"www.crelquintopino.es";"";"";"";"";"";
"Casa Rural de Alquiler";"EL QUINTO PINO II";"C/ Carretera, 4";"49514";"Zamora";"Pino del Oro";"PINO DEL ORO";"PINO DEL ORO";"678407026";"";"";"";"info@crelquintopino.es";"www.crelquintopino.es";"";"";"";"";"";
"Casa Rural de Alquiler";"SOLACUEVA";"Calle  REAL, S/N";"24884";"León";"Valdelugueros";"CERULLEDA";"CERULLEDA";"987743275";"671184234";"";"";"crodriguez@proding.net";"WWW.SOLACUEVA.COM";"";"";"";"";"";
"Casa Rural de Alquiler";"LA ALAMEDA I";"PLAZA CONSTITUCIÓN, Nº 3";"47316";"Valladolid";"Curiel de Duero";"CURIEL DE DUERO";"CURIEL DE DUERO";"618645251";"";"";"";"info@laalamedacasarural.com";"www.laalamedacasarural.com";"";"";"";"";"";
"Casa Rural de Alquiler";"LA ALAMEDA II";"PLAZA CONSTITUCIÓN, Nº 3 BAJO";"47316";"Valladolid";"Curiel de Duero";"CURIEL DE DUERO";"CURIEL DE DUERO";"618645251";"";"";"";"info@laalamedacasarural.com";"www.laalamedacasarural.com";"";"";"";"";"";
"Casa Rural de Alquiler";"EL VADO DEL REY";"V/ VADO DEL REY, Nº 14";"05113";"Ávila";"Burgohondo";"BURGOHONDO";"BURGOHONDO";"920086588";"627460775";"";"";"vadodelrey@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LOS BARREROS";"C/ NUEVA, 17";"37550";"Salamanca";"Campillo de Azaba";"CAMPILLO DE AZABA";"CAMPILLO DE AZABA";"923461340";"672382998";"";"";"osso@ono.com";"";"";"";"";"-6,6886111";"40,5111111";
"Casa Rural de Alquiler";"EL BORNIZO";"Calle LA IGLESIA 32";"37510";"Salamanca";"Pastores";"PASTORES";"PASTORES";"923481335";"629888409";"";"";"elbornizo@hotmail.com";"www.elbornizo.es";"";"";"";"";"";
"Casa Rural de Alquiler";"VALLE DE ARAVIANA";"MAYOR, 20";"42107";"Soria";"Cueva de Ágreda";"CUEVA DE AGREDA";"CUEVA DE AGREDA";"699926291";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL REFUGIO DEL POETA";"C/ Las Llamas, 7";"49320";"Zamora";"Robleda-Cervantes";"TRIUFE";"TRIUFE";"649506778";"";"";"";"eltrasgoazul@gmail.com";"www.deturismoporsanabria.es";"";"";"";"";"";
"Casa Rural de Alquiler";"ARCO IRIS DE RITA";"C/ CAMINO DE LA PUENTE, 6 - 8";"24439";"León";"Vega de Espinareda";"ESPINO (EL)";"ESPINO (EL)";"699247645";"";"";"";"terrongarcia@terra.es";"";"";"";"";"";"";
"Casa Rural de Alojamiento Compartido";"LA POSADA DE TORIBIA";"Calle  LOS JARDINES 4";"24717";"León";"Val de San Lorenzo";"VAL DE SAN LORENZO";"VAL DE SAN LORENZO";"987635216";"619723494";"";"";"Iinfo@posadadetoribia.com";"www.posadadetoribia.com";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA JUNEZ";"Calle REAL 28";"42213";"Soria";"Baraona";"ROMANILLOS DE MEDINACELI";"ROMANILLOS DE MEDINACELI";"609935962";"";"";"";"casajunez@gmail.com";"www.casajunez.com";"";"";"";"";"";
"Casa Rural de Alquiler";"LA TE";"C/ EL CASTILLO, Nº 14";"40170";"Segovia";"Collado Hermoso";"COLLADO HERMOSO";"COLLADO HERMOSO";"676282586";"";"";"";"casarural@la-te.es";"www.la-te.es";"";"";"";"-3,917";"41,033";
"Casa Rural de Alquiler";"EL ESCONDITE DE LOS DUENDES";"C/ DEL MOLINO, Nº 3";"40312";"Segovia";"Sepúlveda";"TANARRO";"TANARRO";"638341880";"921121914";"";"";"elesconditedelosduendes@gmail.com";"www.elesconditedelosduentes.es";"";"";"";"";"";
"Casa Rural de Alquiler";"EL CASTILLO";"Calle FIDEL ACERO 3";"47607";"Valladolid";"Herrín de Campos";"HERRIN DE CAMPOS";"HERRIN DE CAMPOS";"648252768";"";"";"";"amarrena@hotmail.es";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL RINCÓN DEL TARABILLA";"C/ Tellerinas, nº 46";"49220";"Zamora";"Fermoselle";"FERMOSELLE";"FERMOSELLE";"609984160";"";"";"";"";"";"";"";"";"";"";
"Casa Rural";"LA BERNARDA I";"Calle DISEMINADO, 4 - TERMINO  LA LOMA";"09126";"Burgos";"Basconcillos del Tozo";"TRASHAEDO";"TRASHAEDO";"650615197";"";"";"";"casalabernarda@gmail.com";"www.casalabernarda.com";"";"";"";"-3,9371667";"42,6806667";
"Casa Rural";"LA BERNARDA II";"Calle DISEMINADO, 4 - TERMINO LA LOMA";"09126";"Burgos";"Basconcillos del Tozo";"TRASHAEDO";"TRASHAEDO";"650615197";"";"";"";"casalabernarda@gmail.com";"www.casalabernarda.com";"";"";"";"-3,9371667";"42,6806667";
"Casa Rural de Alquiler";"MONTES DE ALHAMA";"EL COSO, 9";"42181";"Soria";"Magaña";"VILLARRASO";"VILLARRASO";"689568127";"";"";"975229127";"iluminada@asesoriarys.es";"";"";"";"";"";"";
"Casa Rural de Alquiler";"SAN JUAN";"CL/MAYOR,4";"09490";"Burgos";"San Juan del Monte";"SAN JUAN DEL MONTE";"SAN JUAN DEL MONTE";"947513050";"697706811";"";"";"salonexpresion@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LA TERRAZA DEL VALLE";"C/ LOS MARTINEZ, 38";"24688";"León";"Villamanín";"CASARES DE ARBAS";"CASARES DE ARBAS";"616183152";"";"";"";"bbcg80@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LA MEDIA FANEGA";"C/ DEL VIENTO, Nº 12";"40130";"Segovia";"Juarros de Riomoros";"JUARROS DE RIOMOROS";"JUARROS DE RIOMOROS";"665676750";"617152397";"";"";"info@lamediafanegacasarural.com";"www.lamediafanegacasarural.com";"";"";"";"-4,3091667";"40,9463889";
"Casa Rural de Alquiler";"LA CASITA II";"C/ DON FELICISIMO, 13";"37658";"Salamanca";"Villanueva del Conde";"VILLANUEVA DEL CONDE";"VILLANUEVA DEL CONDE";"923437576";"667264613";"";"";"miscasitas@casasenbatuecas.com";"www.casasenbatuecas.com";"";"";"";"";"";
"Casa Rural de Alquiler";"LA RUINA";"Calle  B, Nº 23";"34112";"Palencia";"Santervás de la Vega";"VILLAPUN";"VILLAPUN";"979890650";"627094750";"";"";"rifermar@hotmail.es";"";"";"";"";"-4,8166667";"42,5333333";
"Casa Rural de Alquiler";"LA ARBOLEA (cierre temporal)";"BARRIO SAN ISIDRO, Nº 34";"05196";"Ávila";"Tornadizos de Ávila";"TORNADIZOS DE AVILA";"TORNADIZOS DE AVILA";"920081630";"6663752276";"";"";"juancarlos.aj@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CASADEALDEATEJADA";"C/ BARQUILLO, 11, 1º";"37187";"Salamanca";"Aldeatejada";"ALDEATEJADA";"ALDEATEJADA";"923134112";"635554460";"635669184";"";"trinucaledesma@hotmail.es";"www.casadealdeatejada.com";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA NINES";"Calle Real, s/n";"09574";"Burgos";"Merindad de Valdeporres";"DOSANTE";"DOSANTE";"600575742";"944151861";"";"";"info@casanines.com";"www.casanines.com";"";"";"";"-3,5003444";"42,8883444";
"Casa Rural de Alquiler";"LA CASILLA DEL TREN";"Paseo PASEO POETA FELIPE BOSO Nº11";"34350";"Palencia";"Villarramiel";"VILLARRAMIEL";"VILLARRAMIEL";"665466596";"";"";"";"davidariasacero@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LAS LLARES";"Calle DE LA IGLESIA 17";"05698";"Ávila";"Tormellas";"TORMELLAS";"TORMELLAS";"696420645";"659795326";"";"";"jmtrujillano@hotmail.com";"www.casasgredos.com";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA LA CRUZ";"PZA. DE LA CRUZ, Nº 7";"05635";"Ávila";"Navarredonda de Gredos";"NAVARREDONDA DE GREDOS";"NAVARREDONDA DE GREDOS";"920348388";"687695885";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LA SOLANA";"PLAZA, Nº 2";"42191";"Soria";"Cubo de la Solana";"CUBO DE LA SOLANA";"CUBO DE LA SOLANA";"637531837";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"TÍO EZEQUIEL";"C/ VIENTO, Nº 1";"05540";"Ávila";"Muñana";"MUÑANA";"MUÑANA";"616551311";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"GISTREDO";"C/ VILLAVERDE, S/N";"24458";"León";"Noceda del Bierzo";"ROBLEDO DE LAS TRAVIESAS";"ROBLEDO DE LAS TRAVIESAS";"987512433";"619441586";"";"";"casaruralgistredo@hotmail.com";"www.casaruralgistredo.com";"";"";"";"";"";
"Casa Rural de Alquiler";"LA FRAGUA";"C/ COMANDANTE CAVANILLAS, Nº 15";"05490";"Ávila";"Lanzahíta";"LANZAHITA";"LANZAHITA";"620804950";"";"";"";"SOLMARTINRODRIGUEZ@HOTMAIL.COM";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA BURON";"Calle PEÑA SANTA 8";"24915";"León";"Posada de Valdeón";"POSADA DE VALDEON";"POSADA DE VALDEON";"668858533";"";"";"";"casaruralburon@gmail.com";"www.casaruralburon.es";"";"";"";"";"";
"Casa Rural de Alquiler";"EL MOLINO BLANCO DEL RAZON";"PARAJE DE LOS MOLINOS , 3";"42165";"Soria";"Sotillo del Rincón";"MOLINOS DE RAZON";"MOLINOS DE RAZON";"649548873";"";"";"";"molinoblancodelrazon@gmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"SILVESTRITO";"BARRIO ALTO, 22";"42112";"Soria";"Valdegeña";"VALDEGEÑA";"VALDEGEÑA";"686763922";"";"";"976192756";"celestino@metalicasmaca.es";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL HOGAR";"C/ LUIS DE PEÑALOSA, Nº 6";"40160";"Segovia";"Torrecaballeros";"CABANILLAS DEL MONTE";"CABANILLAS DEL MONTE";"691668994";"682309585";"";"";"info@elhogardeencinas.com";"www.elhogardeencinas.com";"";"";"";"";"";
"Casa Rural de Alquiler";"SANTA ISABEL";"C/ SANTA ISABEL, Nº 13";"47318";"Valladolid";"Peñafiel";"MELIDA";"MELIDA";"657724567";"";"";"";"carmonago@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LAS PANILLAS";"C/ POTRO, 7";"37521";"Salamanca";"Robleda";"ROBLEDA";"ROBLEDA";"635341441";"923482223";"";"";"info@laspanillas.es";"www.laspanillas.es";"";"";"";"-6,6055556";"40,3841667";
"Casa Rural de Alquiler";"LAS ERAS I";"C/LAS ERAS, Nº 8";"05100";"Ávila";"Navaluenga";"NAVALUENGA";"NAVALUENGA";"665306071";"920298266";"915474191";"";"PSUAREZPE@GMAIL.COM";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LAS ERAS II";"C/LAS ERAS, Nº 8";"05100";"Ávila";"Navaluenga";"NAVALUENGA";"NAVALUENGA";"665306071";"920298266";"915474191";"";"PSUAREZPE@GMAIL.COM";"";"";"";"";"";"";
"Casa Rural de Alquiler";"RIAÑO";"C/ EL PANDO, 7";"24900";"León";"Riaño";"RIAÑO";"RIAÑO";"987740875";"";"";"";"";"www.casaruralriano.com";"";"";"";"";"";
"Casa Rural de Alquiler";"EL ARROYO DE LA PLATA II";"C/ SALAS POMBO, 17";"37714";"Salamanca";"Calzada de Béjar (La)";"CALZADA DE BEJAR (LA)";"CALZADA DE BEJAR (LA)";"699922417";"";"";"";"info@elarroyodelaplata.com";"www.elarroyodelaplata.com";"";"";"";"";"";
"Casa Rural de Alojamiento Compartido";"CASA DE PEPA";"AV CONSTITUCION, 196";"24800";"León";"Cistierna";"CISTIERNA";"CISTIERNA";"987700147";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LA INQUIETUD";"CL/CANTARRANAS,74";"09144";"Burgos";"Sargentes de la Lora";"SARGENTES DE LA LORA";"SARGENTES DE LA LORA";"947150035";"657066989";"";"";"begozal@terra.es";"www.casarurallainquietud.com.es";"";"";"";"";"";
"Casa Rural de Alquiler";"MACIZO DE UBIÑA";"C/ CUBIECHAS, S/N";"24144";"León";"San Emiliano";"TORREBARRIO";"TORREBARRIO";"987805424";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LA RUTA DE LAS FUENTES I";"Calle CAMINO DE CERBON , 5";"42181";"Soria";"Fuentes de Magaña";"FUENTES DE MAGAÑA";"FUENTES DE MAGAÑA";"636131263";"975247024";"";"";"info@casaruralrutadelasfuentes.com";"www.casaruralrutadelasfuentes.com";"";"";"";"-2,178611";"41,934444";
"Casa Rural de Alquiler";"LA RUTA DE LAS FUENTES II";"Calle CAMINO DE CERBON 5";"42181";"Soria";"Fuentes de Magaña";"FUENTES DE MAGAÑA";"FUENTES DE MAGAÑA";"636131263";"";"";"";"info@casaruralrutadelasfuentes.com";"www.casaruralrutadelasfuentes.com";"";"";"";"-2,178611";"41,934444";
"Casa Rural de Alquiler";"EL MOLINO DE BOTERO";"Carretera ZA-114";"49358";"Zamora";"San Justo";"SAN JUSTO";"SAN JUSTO";"679848606";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA LLAMAS";"C/ La Iglesia, nº11";"49563";"Zamora";"Villardeciervos";"CIONAL";"CIONAL";"620892174";"980654758";"620892173";"";"mercedesllamas@gmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"SENDA DEL DUERO I";"SAN MATEO, 1 A";"42150";"Soria";"Vinuesa";"VINUESA";"VINUESA";"975230401";"";"";"";"pascualopez@movistar.es";"";"";"";"";"";"";
"Casa Rural de Alquiler";"SENDA DEL DUERO II";"SAN MATEO, 1 B";"42150";"Soria";"Vinuesa";"VINUESA";"VINUESA";"975230401";"";"";"";"pascualopez@movistar.es";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LA LOLA";"C/ CAÑO, Nº 1";"47318";"Valladolid";"Castrillo de Duero";"CASTRILLO DE DUERO";"CASTRILLO DE DUERO";"639693622";"";"";"";"electricidadparedes@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alojamiento Compartido";"QUINTANAR";"FINCA QUINTANAR";"40392";"Segovia";"Cabañas de Polendos";"CABAÑAS DE POLENDOS";"CABAÑAS DE POLENDOS";"610736477";"";"";"";"fernando@fincaquintanar.es";"www.fincaquintanar.es";"";"";"";"";"";
"Casa Rural de Alquiler";"EL ALDEANO";"C/ ENOJOS, 9";"37251";"Salamanca";"Masueco";"MASUECO";"MASUECO";"669379161";"923505106";"";"923505106";"info@casaruralelaldeano.es";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL TEJAR DE MIRO";"C/ La Iglesia, s/n";"49512";"Zamora";"Fonfría";"CEADEA";"CEADEA";"679979392";"";"";"";"joseluiscada@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL CARMEN EXCLUSIVE";"C/CHARQUILLO, Nº 9";"05197";"Ávila";"Ávila";"ALDEA DEL REY NIÑO";"ALDEA DEL REY NIÑO";"615192639";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CAMPILLO DE CAMEROS";"Calle CAMPILLO 20";"26127";"Soria";"Montenegro de Cameros";"MONTENEGRO DE CAMEROS";"MONTENEGRO DE CAMEROS";"606977208";"606977208";"";"";"alfredo.andres@terra.es";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA BARREDO I";"CR RIBON, 2";"24512";"León";"Villafranca del Bierzo";"VEGUELLINA";"VEGUELLINA";"923229647";"646705004";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"HOYAL DE PINARES";"C/ ERAS, Nº 45";"40298";"Segovia";"Frumales";"FRUMALES";"FRUMALES";"650305702";"";"";"";"casamardepinares@gmail.com";"casamardepinares.com";"";"";"";"";"";
"Casa Rural de Alquiler";"MOLINO CHOPIN";"SOPEÑA DE CARNEROS";"24719";"León";"Villaobispo de Otero";"SOPEÑA DE CARNEROS";"SOPEÑA DE CARNEROS";"689059871";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA CALCITA";"Calle HUMILLADERO 11";"09123";"Burgos";"Sasamón";"SASAMON";"SASAMON";"692194212";"983388327";"";"";"casacalcita@gmail.com";"www.casacalcita.es";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA RURAL TORIBIO";"Calle  REAL Nº 21";"34849";"Palencia";"Pernía (La)";"SAN JUAN DE REDONDO";"SAN JUAN DE REDONDO";"619682955";"638090560";"";"";"casaruraltoribio@hotmail.com";"www.casaruraltoribio.com";"";"";"";"-4,4485139";"42,9887989";
"Casa Rural";"EL CAMINO DEL DUERO";"Calle SAN GABRIEL, 14";"42158";"Soria";"Duruelo de la Sierra";"DURUELO DE LA SIERRA";"DURUELO DE LA SIERRA";"975371181";"975371181";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LA PRIMAVERA";"Calle Colaguita 8";"49516";"Zamora";"Trabazos";"NUEZ";"NUEZ";"670708309";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"CASA ROSA";"Calle C/MAYOR Nº 16";"34117";"Palencia";"Saldaña";"VILLAFRUEL";"VILLAFRUEL";"634748990";"626373736";"979189173";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"ALGADIR";"PLAZA MAYOR, 5";"42126";"Soria";"Deza";"DEZA";"DEZA";"625045155";"976870243";"";"";"angelgilmorte@gmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL CAÑO";"C/ EL SANTO, 5";"37754";"Salamanca";"Armenteros";"IÑIGO BLASCO";"IÑIGO BLASCO";"609482684";"";"";"";"seni1960@hotmail.com";"";"";"";"";"";"";
"Casa Rural de Alquiler";"EL PARRAL";"C/LOS BONALES, 10";"05113";"Ávila";"Burgohondo";"BURGOHONDO";"BURGOHONDO";"605901985";"";"";"";"";"";"";"";"";"";"";
"Casa Rural de Alquiler";"LA CASA DE PIEDRA DE LA ALDEA";"CL/BURGOS,10";"09660";"Burgos";"Hontoria del Pinar";"ALDEA DEL PINAR";"ALDEA DEL PINAR";"670784883";"";"";"";"lacasadepiedradelaaldea@gmail.com";"www.lacasadepiedradelaaldea.com";"";"";"";"";"";
"Casa Rural de Alquiler";"LA CASA DEL CARPINTERO";"Calle ALAMEDA 24";"37170";"Salamanca";"Zarapicos";"ZARAPICOS";"ZARAPICOS";"606310804";"923130300";"";"";"caldasprieto@gmail.com";"";"";"";"";"";"";
